 3.380000E+7 6.563000E-3 3.400000E+7 6.501000E-3 3.420000E+7 6.442000E-3   58
 3.428170E+7 6.419450E-3 3.440000E+7 6.387000E-3 3.460000E+7 6.333000E-3   59
 3.480000E+7 6.284000E-3 3.500000E+7 6.235000E-3 3.504900E+7 6.223920E-3   60
 3.520000E+7 6.190000E-3 3.540000E+7 6.146000E-3 3.560000E+7 6.105000E-3   61
 3.565140E+7 6.094670E-3 3.580000E+7 6.065000E-3 3.600000E+7 6.028000E-3   62
 3.620000E+7 5.992000E-3 3.640000E+7 5.957000E-3 3.660000E+7 5.924000E-3   63
 3.680000E+7 5.893000E-3 3.700000E+7 5.862000E-3 3.720000E+7 5.833000E-3   64
 3.726640E+7 5.823680E-3 3.740000E+7 5.805000E-3 3.760000E+7 5.779000E-3   65
 3.780000E+7 5.753000E-3 3.800000E+7 5.729000E-3 3.815540E+7 5.712660E-3   66
 3.820000E+7 5.708000E-3 3.840000E+7 5.688000E-3 3.860000E+7 5.669000E-3   67
 3.880000E+7 5.652000E-3 3.900000E+7 5.634000E-3 3.920000E+7 5.618000E-3   68
 3.925890E+7 5.612980E-3 3.940000E+7 5.601000E-3 3.960000E+7 5.587000E-3   69
 3.968640E+7 5.580510E-3 3.980000E+7 5.572000E-3 4.000000E+7 5.559000E-3   70
 4.107270E+7 5.501800E-3 4.150990E+7 5.479080E-3 4.151700E+7 5.478710E-3   71
 4.200000E+7 5.454000E-3 4.218710E+7 5.446980E-3 4.241560E+7 5.438470E-3   72
 4.315040E+7 5.411480E-3 4.388830E+7 5.384960E-3 4.391450E+7 5.384030E-3   73
 4.400000E+7 5.381000E-3 4.414940E+7 5.378250E-3 4.460310E+7 5.369950E-3   74
 4.600000E+7 5.345000E-3 4.621830E+7 5.344330E-3 4.766990E+7 5.339970E-3   75
 4.768510E+7 5.339930E-3 4.800000E+7 5.339000E-3 4.953880E+7 5.353680E-3   76
 5.000000E+7 5.358000E-3 5.009020E+7 5.359420E-3 5.136440E+7 5.379260E-3   77
 5.152290E+7 5.381700E-3 5.172780E+7 5.384840E-3 5.200000E+7 5.389000E-3   78
 5.400000E+7 5.434000E-3 5.427280E+7 5.441040E-3 5.440520E+7 5.444440E-3   79
